372,23,810
373,23,811
374,23,812
375,23,814
376,23,815
377,23,816
378,23,817
379,23,818
380,23,819
381,23,820
382,23,821
383,23,822
384,23,824
385,23,825
386,23,826
387,10,38
388,10,47
389,10,63
390,10,84
391,10,835
392,10,837
393,10,839
394,10,841
395,10,842
396,10,843
397,10,844
398,10,845
399,10,846
400,10,847
401,10,848
402,10,849
403,10,161
404,10,162
405,10,163
406,10,227
407,74,12
408,74,16
409,74,22
410,74,61
411,74,82
412,74,111
413,74,112
414,74,114
415,74,138
416,74,145
417,74,852
418,74,858
419,74,860
420,74,861
421,74,864
422,74,866
423,74,867
424,74,868
425,74,869
426,75,92
427,75,120
428,75,871
429,75,872
430,75,874
431,75,875
432,75,876
433,75,877
434,75,878
435,75,879
436,75,880
437,75,881
438,75,884
439,75,885
440,75,886
441,75,887
442,75,888
443,75,889
446,76,35
447,76,890
448,76,891
449,76,892
450,76,893
451,76,894
452,76,895
453,76,896
454,76,897
455,76,898
456,76,899
457,76,901
458,76,902
459,76,903
460,76,904
461,76,905
462,78,906
463,78,907
464,78,908
465,78,909
466,78,910
467,78,911
468,78,912
469,78,913
470,78,914
471,78,915
472,78,916
473,78,917
474,78,918
475,78,919
476,78,920
477,78,921
478,78,922
479,78,923
480,78,924
481,78,925
577,12,75
578,12,97
579,12,1065
580,12,1066
582,12,1068
583,12,1069
584,12,1070
585,12,1071
586,12,1072
587,12,1073
588,12,1074
589,12,1075
590,12,1076
591,12,1077
592,12,1079
593,12,1080
594,12,1081
595,12,1082
596,12,1083
597,95,90
598,95,1084
599,95,1085
600,95,1086
601,95,1088
602,95,1089
603,95,1090
604,95,1091
605,95,1092
606,95,1093
607,95,1094
608,95,1095
609,95,1096
610,95,1097
611,95,1098
612,95,1099
613,95,1100
614,95,1101
615,95,1102
616,95,1103
617,95,1104
618,95,1105
619,95,1106
620,95,1107
621,95,1108
622,98,39
623,98,85
624,98,153
625,98,1109
626,98,1110
627,98,1112
628,98,1113
629,98,1114
630,98,1115
631,98,1116
632,98,1117
633,98,1118
634,98,1119
635,98,1121
636,98,1122
637,98,1123
638,98,1124
639,98,1125
640,98,1128
641,98,1129
642,98,1130
643,98,1131
644,98,1132
645,98,1134
670,99,46
672,99,149
674,99,1160
675,99,1161
676,99,1162
677,99,1163
678,99,1164
679,99,1166
680,99,1167
681,99,1168
682,99,1169
683,99,1170
684,99,1171
685,99,1173
686,99,1174
687,99,1175
688,99,1178
689,99,1179
690,99,1180
691,99,1181
692,99,1182
693,94,9
694,94,31
696,94,1183
697,94,1184
698,94,1185
699,94,1186
700,94,1189
701,94,1190
702,94,1191
703,94,1192
705,94,1194
706,94,1195
707,94,1196
708,94,1198
709,94,1199
710,94,1200
711,94,1201
712,94,1202
714,97,1208
715,97,1210
716,97,1211
717,97,1212
718,97,1213
719,97,1214
720,97,1215
721,97,1216
722,97,1217
723,97,1218
724,97,1219
725,97,1220
726,97,1221
727,97,1222
728,97,1223
729,97,1224
730,93,59
731,93,74
732,93,93
733,93,141
734,93,143
735,93,782
736,93,1234
737,93,1235
738,93,1236
739,93,1238
740,93,1239
741,93,1241
742,93,1244
704,14,1193
581,10,1067
